brand,name,weight,latest_date,latest_price,median_price_30d,pct_diff_vs_30d_median,direction,reason
(no brand),"Asparagus, 1 lb",1 lb,2026-03-13,2.15,2.85,-24.56,lower_vs_30d_median,model_30d_unique
(no brand),"Bartlett Pears, 3 lb",3 lb,2026-03-13,3.95,3.75,5.33,higher_vs_30d_median,model_30d_unique
(no brand),"Black Angus Beef Choice Boneless Cubed Steak, per lb",1.4 lb,2026-03-13,10.91,8.5,28.35,higher_vs_30d_median,model_30d_unique
(no brand),Deluxe Valentine's Day Bouquet - Assorted Color,1 ea,2026-02-18,1.49,3.74,-60.16,lower_vs_30d_median,median_diff_30pct
(no brand),"Gala Apples, 3 lb",3 lb,2026-03-13,2.45,2.29,6.99,higher_vs_30d_median,model_30d_unique
(no brand),"Iceberg Lettuce, each",1 each,2026-03-13,2.19,2.39,-8.37,lower_vs_30d_median,model_30d_unique
(no brand),"Mini Sweet Peppers, 1 lb",1 lb,2026-03-13,3.55,2.89,22.84,higher_vs_30d_median,model_30d_unique
(no brand),"Mini Sweet Peppers, Package",1 lb,2026-03-04,3.55,2.89,22.84,higher_vs_30d_median,model_30d_unique
(no brand),"Premium Bone-In Assorted Pork Chops, per lb",2.7 lb,2026-03-13,6.72,7.26,-7.44,lower_vs_30d_median,model_30d_unique
(no brand),Premium Bone-In Assorted Thin Cut Pork Chops,3.2 lb,2026-03-13,9.57,9.89,-3.24,lower_vs_30d_median,model_30d_unique
(no brand),"Red Potatoes, 5 lb",5 lb,2026-03-13,2.29,3.79,-39.58,lower_vs_30d_median,model_30d_unique|median_diff_30pct
(no brand),Valentine's Day 10 Stem Tulip Bouquet - Assorted Color,1 ea,2026-02-18,1.49,3.74,-60.16,lower_vs_30d_median,median_diff_30pct
(no brand),Valentine's Day 12 Stem Roses - Assorted Colors,1 ea,2026-02-18,2.49,6.24,-60.1,lower_vs_30d_median,median_diff_30pct
