brand,name,weight,latest_date,latest_price,median_price_30d,pct_diff_vs_30d_median,direction,reason
TUSCAN GARDEN,"Garlic Ranch Dressing, 20 fl oz",20 fl oz,2026-03-12,1.55,2.29,-32.31,lower_vs_30d_median,model_30d_unique|median_diff_30pct
TUSCAN GARDEN,"Parmesan Ranch Dressing, 20 fl oz",20 fl oz,2026-03-12,1.55,2.29,-32.31,lower_vs_30d_median,model_30d_unique|median_diff_30pct
(no brand),"5"" Foliage Plant - Assorted Varieties",1 ea,2026-03-12,3.49,5.24,-33.4,lower_vs_30d_median,median_diff_30pct
(no brand),"5"" Valentine's Day Orchid - Assorted Color",1 ea,2026-02-18,3.19,8.09,-60.57,lower_vs_30d_median,median_diff_30pct
(no brand),"Asparagus, 1 lb",1 lb,2026-03-12,2.15,2.85,-24.56,lower_vs_30d_median,model_30d_unique
(no brand),"Bartlett Pears, 3 lb",3 lb,2026-03-12,3.95,3.75,5.33,higher_vs_30d_median,model_30d_unique
(no brand),"Black Angus Beef Choice Boneless Cubed Steak, per lb",1.4 lb,2026-03-12,9.51,7.49,26.97,higher_vs_30d_median,model_30d_unique
(no brand),Deluxe Valentine's Day Bouquet - Assorted Color,1 ea,2026-02-18,1.49,3.74,-60.16,lower_vs_30d_median,median_diff_30pct
(no brand),"Gala Apples, 3 lb",3 lb,2026-03-12,2.45,2.29,6.99,higher_vs_30d_median,model_30d_unique
(no brand),"Mini Sweet Peppers, 1 lb",1 lb,2026-03-12,3.55,2.89,22.84,higher_vs_30d_median,model_30d_unique
(no brand),"Mini Sweet Peppers, Package",1 lb,2026-03-04,3.55,2.89,22.84,higher_vs_30d_median,model_30d_unique
(no brand),"Red Potatoes, 5 lb",5 lb,2026-03-12,2.29,3.79,-39.58,lower_vs_30d_median,model_30d_unique|median_diff_30pct
(no brand),"Strawberries, 1 lb",1 lb,2026-03-12,1.99,2.52,-21.03,lower_vs_30d_median,model_30d_unique
(no brand),Valentine's Day 10 Stem Tulip Bouquet - Assorted Color,1 ea,2026-02-18,1.49,3.74,-60.16,lower_vs_30d_median,median_diff_30pct
(no brand),Valentine's Day 12 Stem Roses - Assorted Colors,1 ea,2026-02-18,2.49,6.24,-60.1,lower_vs_30d_median,median_diff_30pct
